mes,ADM2_PCODE,n_pixels,lon,lat,precipitacion,tmin,tmax,mes_anterior,anio_anterior,vim,pred
0.9999999999999999,100,0.0,0.4328555276924675,0.146568725611675,0.01547014885575631,0.47394603621073067,0.4561657703900025,0.6548966663204905,0.544033648353931,0.6181,0.6118028
0.0,100,0.0,0.4328555276924675,0.146568725611675,0.012391863251568463,0.4760268438392268,0.4771341820958913,0.574047149236681,0.4476581161075918,0.5412666666666667,0.5510436
0.09090909090909091,100,0.0,0.4328555276924675,0.146568725611675,0.007206001709957492,0.46786275020170376,0.49979930180859844,0.45435663101048923,0.34873818672759366,0.4705,0.47731847
0.1818181818181818,100,0.0,0.4328555276924675,0.146568725611675,0.004207262416544956,0.5062081462641522,0.5398623958437498,0.34411673070931564,0.29156714092844543,0.4229333333333334,0.43264985
0.2727272727272727,100,0.0,0.4328555276924675,0.146568725611675,0.059530673437685463,0.5637566058794574,0.5355106404182497,0.2700176550005194,0.3003946411880776,0.4241999999999999,0.42997763
0.36363636363636365,100,0.0,0.4328555276924675,0.146568725611675,0.1917342048267593,0.5604929791143941,0.5184459852150797,0.2719908609409076,0.40980371793540366,0.5209,0.49706507
0.4545454545454545,100,0.0,0.4328555276924675,0.146568725611675,0.40943844067015195,0.5477447432191213,0.48836481383275365,0.4226295565479283,0.5682833108318621,0.6269333333333332,0.63931406
0.5454545454545454,100,0.0,0.4328555276924675,0.146568725611675,0.1931730893289363,0.5474629388680241,0.5159742069792579,0.5878076643472843,0.6570256516772253,0.6727333333333334,0.65816325
0.6363636363636364,100,0.0,0.4328555276924675,0.146568725611675,0.29018888665252596,0.5591570500418923,0.4648837229072379,0.6591546370339603,0.6586872987849206,0.6890000000000001,0.68239605
0.7272727272727273,100,0.0,0.4328555276924675,0.146568725611675,0.19797620337828423,0.5490181972825885,0.508685979419294,0.6844947554263165,0.6288295773185171,0.6856666666666666,0.6842561
0.8181818181818182,100,0.0,0.4328555276924675,0.146568725611675,0.20584420119697022,0.5539013783766864,0.517237699140079,0.6793021082147681,0.6584795928964589,0.6490666666666667,0.67777
0.9090909090909091,100,0.0,0.4328555276924675,0.146568725611675,0.008513966086416502,0.474882366303032,0.49701670340870097,0.622286841831966,0.6548966663204905,0.6116,0.6005157
0.9999999999999999,100,0.0,0.4328555276924675,0.146568725611675,0.008049177620544261,0.48265868402240886,0.4820262538567015,0.5639214871741616,0.574047149236681,0.5569333333333334,0.5753847
0.0,100,0.0,0.4328555276924675,0.146568725611675,0.0038771576171381093,0.47161094298511697,0.4913591209142675,0.47876207290476697,0.45435663101048923,0.4862333333333333,0.48760822
0.09090909090909091,100,0.0,0.4328555276924675,0.146568725611675,0.005470879974402246,0.47159619621574306,0.5363969080631578,0.36862602554782425,0.34411673070931564,0.4393666666666667,0.43746588
0.1818181818181818,100,0.0,0.4328555276924675,0.146568725611675,0.014642667052009199,0.5011149198810584,0.5859615259672254,0.29561740575345313,0.2700176550005194,0.4233333333333333,0.42311254
0.2727272727272727,100,0.0,0.4328555276924675,0.146568725611675,0.09757993277149014,0.5253466061438734,0.5998208823694192,0.2706407726659051,0.2719908609409076,0.4457333333333333,0.45765552
0.36363636363636365,100,0.0,0.4328555276924675,0.146568725611675,0.305597736800728,0.550641778120826,0.556823398804155,0.3055353619275107,0.4226295565479283,0.5222,0.5214418
0.4545454545454545,100,0.0,0.4328555276924675,0.146568725611675,0.42484236221854077,0.5426187405381842,0.4420707041445773,0.42465468896043207,0.5878076643472843,0.6190000000000001,0.60954905
0.5454545454545454,100,0.0,0.4328555276924675,0.146568725611675,0.1832757899952004,0.5303116766894688,0.5455062536341019,0.5754491639837993,0.6591546370339603,0.6588666666666666,0.65878487
0.6363636363636364,100,0.0,0.4328555276924675,0.146568725611675,0.25726539262791565,0.5404465542326806,0.5258618320383689,0.6375532246339184,0.6844947554263165,0.6624,0.66656494
0.7272727272727273,100,0.0,0.4328555276924675,0.146568725611675,0.4114684130940769,0.5390692572662654,0.49140770363543174,0.6430574306781598,0.6793021082147681,0.6519,0.6633111
0.8181818181818182,100,0.0,0.4328555276924675,0.146568725611675,0.16174132678251024,0.5326438718543185,0.49907076583746357,0.6267005919617823,0.622286841831966,0.672,0.62423056
0.9090909090909091,100,0.0,0.4328555276924675,0.146568725611675,0.12539521693580433,0.5176752597758834,0.4889586974832477,0.6580122546474194,0.5639214871741616,0.6644666666666666,0.6713806
0.9999999999999999,100,0.0,0.4328555276924675,0.146568725611675,0.008751886716176301,0.47224546441308335,0.4434564212820451,0.6462768719493199,0.47876207290476697,0.6066666666666666,0.59666556
0.0,100,0.0,0.4328555276924675,0.146568725611675,0.01362259139413144,0.46913784564471867,0.4998693933943681,0.5562363693010697,0.36862602554782425,0.5336333333333334,0.52866894
0.09090909090909091,100,0.0,0.4328555276924675,0.146568725611675,0.0031568302824182314,0.4791139197166897,0.525717039824414,0.4424654688960434,0.29561740575345313,0.4721666666666667,0.47934496
0.1818181818181818,100,0.0,0.4328555276924675,0.146568725611675,0.03957226806766202,0.5118491061316272,0.558165108121819,0.34671305431508986,0.2706407726659051,0.4494333333333333,0.4432873
0.2727272727272727,100,0.0,0.4328555276924675,0.146568725611675,0.01690189763994901,0.5111701135765401,0.6004275347744568,0.31129920033232944,0.3055353619275107,0.4798,0.47145078
0.36363636363636365,100,0.0,0.4328555276924675,0.146568725611675,0.12041130154601488,0.5498480172301766,0.6113316414619759,0.3586042164295358,0.42465468896043207,0.5557333333333333,0.55036676
