date,category,commodity,unit,gtqprice,usdprice
2007-05-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,247.92,32.5354
2007-05-15,vegetables and fruits,Melons (cantaloupe),75 KG,157.69,20.6942
2007-05-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,25.0,3.2808
2007-05-15,vegetables and fruits,Pineapples,105 KG,200.0,26.2467
2007-05-15,vegetables and fruits,Plantains (big size),29 KG,76.15,9.9934
2007-05-15,vegetables and fruits,Plantains (medium size),20.5 KG,70.38,9.2362
2007-05-15,vegetables and fruits,Watermelons,177.35 KG,507.69,66.626
2007-06-15,cereals and tubers,Maize (white),100 Pounds,128.23,16.7402
2007-06-15,cereals and tubers,Maize (yellow),100 Pounds,124.62,16.2689
2007-06-15,cereals and tubers,Potatoes,100 Pounds,91.73,11.9752
2007-06-15,cereals and tubers,Rice (high quality),100 Pounds,220.0,28.7206
2007-06-15,cereals and tubers,Rice (medium quality),100 Pounds,210.38,27.4648
2007-06-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,220.0,28.7206
2007-06-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,210.0,27.4151
2007-06-15,cereals and tubers,Sorghum,100 Pounds,110.38,14.4099
2007-06-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,79.62,10.3943
2007-06-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,68.46,8.9373
2007-06-15,pulses and nuts,Beans (black),100 Pounds,263.08,34.3446
2007-06-15,pulses and nuts,Beans (black),45 KG,263.08,34.3446
2007-06-15,pulses and nuts,Beans (red),100 Pounds,341.54,44.5875
2007-06-15,pulses and nuts,Beans (white),100 Pounds,541.92,70.7467
2007-06-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,100.77,13.1554
2007-06-15,vegetables and fruits,Bananas (medium size),100 Pounds,80.0,10.4439
2007-06-15,vegetables and fruits,Cabbage,27 KG,29.62,3.8668
2007-06-15,vegetables and fruits,Carrots,13.92 KG,34.62,4.5196
2007-06-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,137.69,17.9752
2007-06-15,vegetables and fruits,Melons (cantaloupe),75 KG,233.33,30.4608
2007-06-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,53.85,7.03
2007-06-15,vegetables and fruits,Pineapples,105 KG,211.54,27.6162
2007-06-15,vegetables and fruits,Plantains (big size),29 KG,78.46,10.2428
2007-06-15,vegetables and fruits,Plantains (medium size),20.5 KG,73.46,9.5901
2007-06-15,vegetables and fruits,Watermelons,177.35 KG,575.0,75.0653
2007-07-15,cereals and tubers,Maize (white),100 Pounds,137.69,17.8877
2007-07-15,cereals and tubers,Maize (yellow),100 Pounds,134.23,17.4382
2007-07-15,cereals and tubers,Potatoes,100 Pounds,92.46,12.0118
2007-07-15,cereals and tubers,Rice (high quality),100 Pounds,225.0,29.2305
2007-07-15,cereals and tubers,Rice (medium quality),100 Pounds,214.23,27.8313
2007-07-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,225.0,29.2305
2007-07-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,214.2,27.8274
2007-07-15,cereals and tubers,Sorghum,100 Pounds,110.77,14.3905
2007-07-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,56.54,7.3453
2007-07-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,60.77,7.8948
2007-07-15,pulses and nuts,Beans (black),100 Pounds,260.0,33.7774
2007-07-15,pulses and nuts,Beans (black),45 KG,260.0,33.7774
2007-07-15,pulses and nuts,Beans (red),100 Pounds,352.31,45.7697
2007-07-15,pulses and nuts,Beans (white),100 Pounds,552.31,71.7523
2007-07-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,102.31,13.2914
2007-07-15,vegetables and fruits,Bananas (medium size),100 Pounds,80.0,10.3931
2007-07-15,vegetables and fruits,Cabbage,27 KG,25.0,3.2478
2007-07-15,vegetables and fruits,Carrots,13.92 KG,34.62,4.4976
2007-07-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,91.54,11.8922
2007-07-15,vegetables and fruits,Melons (cantaloupe),75 KG,281.25,36.5381
2007-07-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,79.23,10.293
2007-07-15,vegetables and fruits,Peach (medium size),6.85 KG,90.0,11.6922
2007-07-15,vegetables and fruits,Pineapples,105 KG,196.15,25.4825
2007-07-15,vegetables and fruits,Plantains (big size),29 KG,80.0,10.3931
2007-07-15,vegetables and fruits,Plantains (medium size),20.5 KG,75.0,9.7435
2007-07-15,vegetables and fruits,Watermelons,177.35 KG,504.17,65.4983
2007-08-15,cereals and tubers,Maize (white),100 Pounds,137.38,18.0052
2007-08-15,cereals and tubers,Maize (yellow),100 Pounds,143.85,18.8532
2007-08-15,cereals and tubers,Potatoes,100 Pounds,88.08,11.5439
2007-08-15,cereals and tubers,Rice (high quality),100 Pounds,226.54,29.6907
2007-08-15,cereals and tubers,Rice (medium quality),100 Pounds,215.0,28.1782
2007-08-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,226.54,29.6907
2007-08-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,214.6,28.1258
2007-08-15,cereals and tubers,Sorghum,100 Pounds,110.0,14.4168
2007-08-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,35.38,4.637
2007-08-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,56.15,7.3591
2007-08-15,pulses and nuts,Beans (black),100 Pounds,262.31,34.3788
2007-08-15,pulses and nuts,Beans (black),45 KG,262.31,34.3788
2007-08-15,pulses and nuts,Beans (red),100 Pounds,370.77,48.5937
2007-08-15,pulses and nuts,Beans (white),100 Pounds,553.08,72.4875
2007-08-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,117.69,15.4246
2007-08-15,vegetables and fruits,Bananas (medium size),100 Pounds,80.0,10.4849
2007-08-15,vegetables and fruits,Cabbage,27 KG,25.38,3.3263
2007-08-15,vegetables and fruits,Carrots,13.92 KG,35.0,4.5872
2007-08-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,85.38,11.19
2007-08-15,vegetables and fruits,Melons (cantaloupe),75 KG,219.23,28.7326
2007-08-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,55.45,7.2674
2007-08-15,vegetables and fruits,Peach (medium size),6.85 KG,86.15,11.291
2007-08-15,vegetables and fruits,Pineapples,105 KG,173.08,22.6841
2007-08-15,vegetables and fruits,Plantains (big size),29 KG,85.38,11.19
2007-08-15,vegetables and fruits,Plantains (medium size),20.5 KG,77.69,10.1822
2007-08-15,vegetables and fruits,Watermelons,177.35 KG,488.46,64.0183
2007-09-15,cereals and tubers,Maize (white),100 Pounds,128.45,16.6528
2007-09-15,cereals and tubers,Maize (yellow),100 Pounds,138.64,17.9738
2007-09-15,cereals and tubers,Potatoes,100 Pounds,89.09,11.55
2007-09-15,cereals and tubers,Rice (high quality),100 Pounds,231.36,29.9944
2007-09-15,cereals and tubers,Rice (medium quality),100 Pounds,220.0,28.5217
2007-09-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,230.83,29.9257
2007-09-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,220.0,28.5217
2007-09-15,cereals and tubers,Sorghum,100 Pounds,110.0,14.2608
2007-09-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,49.09,6.3642
2007-09-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,55.45,7.1888
2007-09-15,pulses and nuts,Beans (black),100 Pounds,272.73,35.3578
2007-09-15,pulses and nuts,Beans (black),45 KG,261.43,33.8928
2007-09-15,pulses and nuts,Beans (red),100 Pounds,372.73,48.3222
2007-09-15,pulses and nuts,Beans (white),100 Pounds,560.0,72.6006
2007-09-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,124.09,16.0875
2007-09-15,vegetables and fruits,Bananas (medium size),100 Pounds,80.0,10.3715
2007-09-15,vegetables and fruits,Cabbage,27 KG,25.0,3.2411
2007-09-15,vegetables and fruits,Carrots,13.92 KG,25.91,3.3591
2007-09-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,80.0,10.3715
2007-09-15,vegetables and fruits,Melons (cantaloupe),75 KG,300.0,38.8932
2007-09-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,28.18,3.6534
2007-09-15,vegetables and fruits,Peach (medium size),6.85 KG,80.0,10.3715
2007-09-15,vegetables and fruits,Pineapples,105 KG,200.0,25.9288
2007-09-15,vegetables and fruits,Plantains (big size),29 KG,90.0,11.668
2007-09-15,vegetables and fruits,Plantains (medium size),20.5 KG,80.0,10.3715
2007-09-15,vegetables and fruits,Watermelons,177.35 KG,654.55,84.8585
2007-10-15,cereals and tubers,Maize (white),100 Pounds,109.64,14.2021
2007-10-15,cereals and tubers,Maize (yellow),100 Pounds,124.64,16.1451
2007-10-15,cereals and tubers,Potatoes,100 Pounds,83.65,10.8359
2007-10-15,cereals and tubers,Rice (high quality),100 Pounds,236.14,30.5881
2007-10-15,cereals and tubers,Rice (medium quality),100 Pounds,227.5,29.4689
2007-10-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,235.7,30.5311
2007-10-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,227.67,29.4909
2007-10-15,cereals and tubers,Sorghum,100 Pounds,113.57,14.7111
2007-10-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,50.0,6.4767
2007-10-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,72.14,9.3446
2007-10-15,pulses and nuts,Beans (black),100 Pounds,269.64,34.9275
2007-10-15,pulses and nuts,Beans (black),45 KG,272.73,35.3277
2007-10-15,pulses and nuts,Beans (red),100 Pounds,486.54,63.0233
2007-10-15,pulses and nuts,Beans (white),100 Pounds,563.21,72.9547
2007-10-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,117.5,15.2202
2007-10-15,vegetables and fruits,Bananas (medium size),100 Pounds,85.71,11.1023
2007-10-15,vegetables and fruits,Cabbage,27 KG,25.36,3.285
2007-10-15,vegetables and fruits,Carrots,13.92 KG,21.07,2.7293
2007-10-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,92.14,11.9352
2007-10-15,vegetables and fruits,Melons (cantaloupe),75 KG,293.75,38.0505
2007-10-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,27.21,3.5246
2007-10-15,vegetables and fruits,Pineapples,105 KG,189.29,24.5194
2007-10-15,vegetables and fruits,Plantains (big size),29 KG,91.43,11.8433
2007-10-15,vegetables and fruits,Plantains (medium size),20.5 KG,81.43,10.5479
2007-10-15,vegetables and fruits,Watermelons,177.35 KG,642.86,83.272
2007-11-15,cereals and tubers,Maize (white),100 Pounds,95.42,12.5059
2007-11-15,cereals and tubers,Maize (yellow),100 Pounds,117.08,15.3447
2007-11-15,cereals and tubers,Potatoes,100 Pounds,95.83,12.5601
2007-11-15,cereals and tubers,Rice (high quality),100 Pounds,239.92,31.4443
2007-11-15,cereals and tubers,Rice (medium quality),100 Pounds,230.0,30.1442
2007-11-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,239.95,31.4482
2007-11-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,230.0,30.1442
2007-11-15,cereals and tubers,Sorghum,100 Pounds,111.25,14.5806
2007-11-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,47.92,6.2805
2007-11-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,109.17,14.308
2007-11-15,pulses and nuts,Beans (black),100 Pounds,292.5,38.3355
2007-11-15,pulses and nuts,Beans (black),45 KG,268.93,35.2464
2007-11-15,pulses and nuts,Beans (red),100 Pounds,555.45,72.7982
2007-11-15,pulses and nuts,Beans (white),100 Pounds,572.5,75.0328
2007-11-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,100.42,13.1612
2007-11-15,vegetables and fruits,Bananas (medium size),100 Pounds,90.0,11.7955
2007-11-15,vegetables and fruits,Cabbage,27 KG,27.5,3.6042
2007-11-15,vegetables and fruits,Carrots,13.92 KG,27.5,3.6042
2007-11-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,154.17,20.2058
2007-11-15,vegetables and fruits,Melons (cantaloupe),75 KG,279.17,36.5885
2007-11-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,37.5,4.9148
2007-11-15,vegetables and fruits,Pineapples,105 KG,212.5,27.8506
2007-11-15,vegetables and fruits,Plantains (big size),29 KG,90.0,11.7955
2007-11-15,vegetables and fruits,Plantains (medium size),20.5 KG,80.0,10.4849
2007-11-15,vegetables and fruits,Watermelons,177.35 KG,600.0,78.637
2007-12-15,cereals and tubers,Maize (white),100 Pounds,90.0,11.7613
2007-12-15,cereals and tubers,Maize (yellow),100 Pounds,108.33,14.1566
2007-12-15,cereals and tubers,Potatoes,100 Pounds,128.37,16.7748
2007-12-15,cereals and tubers,Rice (high quality),100 Pounds,252.78,33.0335
2007-12-15,cereals and tubers,Rice (medium quality),100 Pounds,241.67,31.5816
2007-12-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,252.78,33.0335
2007-12-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,241.67,31.5816
2007-12-15,cereals and tubers,Sorghum,100 Pounds,113.33,14.8101
2007-12-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,41.11,5.3723
2007-12-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,146.67,19.167
2007-12-15,pulses and nuts,Beans (black),100 Pounds,281.11,36.7357
2007-12-15,pulses and nuts,Beans (black),46 KG,281.11,36.7357
2007-12-15,pulses and nuts,Beans (red),100 Pounds,464.44,60.6934
2007-12-15,pulses and nuts,Beans (white),100 Pounds,434.44,56.773
2007-12-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,87.22,11.398
2007-12-15,vegetables and fruits,Bananas (medium size),100 Pounds,90.0,11.7613
2007-12-15,vegetables and fruits,Cabbage,27 KG,36.67,4.7921
2007-12-15,vegetables and fruits,Carrots,13.92 KG,30.0,3.9204
2007-12-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,210.0,27.443
2007-12-15,vegetables and fruits,Melons (cantaloupe),75 KG,200.0,26.1362
2007-12-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,40.0,5.2272
2007-12-15,vegetables and fruits,Pineapples,105 KG,205.56,26.8627
2007-12-15,vegetables and fruits,Plantains (big size),29 KG,90.0,11.7613
2007-12-15,vegetables and fruits,Plantains (medium size),20.5 KG,80.0,10.4545
2007-12-15,vegetables and fruits,Watermelons,177.35 KG,600.0,78.4085
2008-01-15,cereals and tubers,Maize (white),100 Pounds,98.77,12.8774
2008-01-15,cereals and tubers,Maize (yellow),100 Pounds,105.77,13.7901
2008-01-15,cereals and tubers,Potatoes,100 Pounds,165.26,21.5458
2008-01-15,cereals and tubers,Rice (high quality),100 Pounds,264.62,34.5007
2008-01-15,cereals and tubers,Rice (medium quality),100 Pounds,254.62,33.1969
2008-01-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,264.65,34.5046
2008-01-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,254.6,33.1943
2008-01-15,cereals and tubers,Sorghum,100 Pounds,105.77,13.7901
2008-01-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,47.92,6.2477
2008-01-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,40.38,5.2647
2008-01-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,315.0,41.0691
2008-01-15,pulses and nuts,Beans (black),100 Pounds,272.31,35.5033
2008-01-15,pulses and nuts,Beans (black),45 KG,272.31,35.5033
2008-01-15,pulses and nuts,Beans (red),100 Pounds,528.46,68.8996
2008-01-15,pulses and nuts,Beans (white),100 Pounds,430.77,56.163
2008-01-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,89.62,11.6845
2008-01-15,vegetables and fruits,Bananas (medium size),100 Pounds,91.15,11.884
2008-01-15,vegetables and fruits,Cabbage,27 KG,36.15,4.7132
2008-01-15,vegetables and fruits,Carrots,13.92 KG,33.46,4.3625
2008-01-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,367.69,47.9387
2008-01-15,vegetables and fruits,Melons (cantaloupe),75 KG,191.67,24.9896
2008-01-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,38.08,4.9648
2008-01-15,vegetables and fruits,Pineapples,105 KG,203.85,26.5776
2008-01-15,vegetables and fruits,Plantains (big size),29 KG,92.31,12.0352
2008-01-15,vegetables and fruits,Plantains (medium size),20.5 KG,81.54,10.631
2008-01-15,vegetables and fruits,Watermelons,177.35 KG,500.0,65.189
2008-02-15,cereals and tubers,Maize (white),100 Pounds,104.08,13.4994
2008-02-15,cereals and tubers,Maize (yellow),100 Pounds,108.46,14.0674
2008-02-15,cereals and tubers,Potatoes,100 Pounds,170.74,22.1453
2008-02-15,cereals and tubers,Rice (high quality),100 Pounds,277.31,35.9676
2008-02-15,cereals and tubers,Rice (medium quality),100 Pounds,264.23,34.2711
2008-02-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,275.91,35.786
2008-02-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,264.2,34.2672
2008-02-15,cereals and tubers,Sorghum,100 Pounds,108.46,14.0674
2008-02-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,61.92,8.0311
2008-02-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,54.62,7.0843
2008-02-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,390.77,50.6835
2008-02-15,pulses and nuts,Beans (black),100 Pounds,281.54,36.5162
2008-02-15,pulses and nuts,Beans (black),45 KG,281.54,36.5162
2008-02-15,pulses and nuts,Beans (red),100 Pounds,531.92,68.9909
2008-02-15,pulses and nuts,Beans (white),100 Pounds,500.77,64.9507
2008-02-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,100.58,13.0454
2008-02-15,vegetables and fruits,Bananas (medium size),100 Pounds,90.0,11.6732
2008-02-15,vegetables and fruits,Cabbage,27 KG,35.77,4.6394
2008-02-15,vegetables and fruits,Carrots,13.92 KG,35.0,4.5396
2008-02-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,484.62,62.856
2008-02-15,vegetables and fruits,Melons (cantaloupe),75 KG,200.0,25.9403
2008-02-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,35.38,4.5888
2008-02-15,vegetables and fruits,Pineapples,105 KG,265.38,34.4202
2008-02-15,vegetables and fruits,Plantains (big size),29 KG,100.77,13.07
2008-02-15,vegetables and fruits,Plantains (medium size),20.5 KG,91.15,11.8223
2008-02-15,vegetables and fruits,Watermelons,177.35 KG,500.0,64.8508
2008-03-15,cereals and tubers,Maize (white),100 Pounds,110.0,14.382
2008-03-15,cereals and tubers,Maize (yellow),100 Pounds,110.0,14.382
2008-03-15,cereals and tubers,Potatoes,100 Pounds,188.71,24.6731
2008-03-15,cereals and tubers,Rice (high quality),100 Pounds,284.29,37.1697
2008-03-15,cereals and tubers,Rice (medium quality),100 Pounds,272.86,35.6753
2008-03-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,280.0,36.6088
2008-03-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,272.3,35.6021
2008-03-15,cereals and tubers,Sorghum,100 Pounds,110.0,14.382
2008-03-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,72.08,9.4242
2008-03-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,64.58,8.4436
2008-03-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,273.33,35.7368
2008-03-15,pulses and nuts,Beans (black),100 Pounds,281.43,36.7958
2008-03-15,pulses and nuts,Beans (black),45 KG,285.0,37.2626
2008-03-15,pulses and nuts,Beans (red),100 Pounds,510.0,66.6804
2008-03-15,pulses and nuts,Beans (white),100 Pounds,502.86,65.7469
2008-03-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,98.33,12.8562
2008-03-15,vegetables and fruits,Bananas (medium size),100 Pounds,90.42,11.822
2008-03-15,vegetables and fruits,Cabbage,27 KG,47.08,6.1555
2008-03-15,vegetables and fruits,Carrots,13.92 KG,33.75,4.4127
2008-03-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,401.25,52.4618
2008-03-15,vegetables and fruits,Melons (cantaloupe),75 KG,179.17,23.4257
2008-03-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,38.33,5.0115
2008-03-15,vegetables and fruits,Peach (medium size),6.85 KG,71.67,9.3706
2008-03-15,vegetables and fruits,Pineapples,105 KG,214.58,28.0555
2008-03-15,vegetables and fruits,Plantains (big size),29 KG,100.0,13.0746
2008-03-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.0,11.7671
2008-03-15,vegetables and fruits,Watermelons,177.35 KG,475.0,62.1043
2008-04-15,cereals and tubers,Maize (white),100 Pounds,110.0,14.5889
