,mes,ADM2_PCODE,n_pixels,lon,lat,precipitacion,tmin,tmax,mes_anterior,anio_anterior,vim,pred
76177,8,1804,44.0,-88.77252,15.4463095,387.64493,20.819393,32.150654,0.8024999999999999,0.7975333333333333,0.8032333333333334,0.8124639755623634
76492,9,1804,44.0,-88.77252,15.4463095,445.55908,21.479655999999995,32.55474,0.8032333333333334,0.7977333333333334,0.8044333333333333,0.8192432661624314
76807,10,1804,44.0,-88.77252,15.4463095,487.6822,21.462908,31.665735,0.8044333333333333,0.8053333333333333,0.7958333333333334,0.8294933629537805
77122,11,1804,44.0,-88.77252,15.4463095,271.96802,22.336412,30.0451,0.7958333333333334,0.8100999999999999,0.7942,0.8176100952515847
77437,12,1804,44.0,-88.77252,15.4463095,375.5179,19.76469,29.175367,0.7942,0.8050666666666667,0.7885666666666666,0.8173413002322323
77752,1,1804,44.0,-88.77252,15.4463095,94.35199,20.032362,30.199068,0.7885666666666666,0.7958333333333334,0.7824,0.7809085738182724
78067,2,1804,44.0,-88.77252,15.4463095,236.82086,20.179575,30.171152,0.7824,0.7835000000000001,0.7720666666666668,0.7862248975336024
78382,3,1804,44.0,-88.77252,15.4463095,207.01,20.509953,32.37702,0.7720666666666668,0.7808666666666667,0.7660666666666667,0.7709312926716528
78697,4,1804,44.0,-88.77252,15.4463095,126.27818,20.901896,34.06857,0.7660666666666667,0.7827999999999999,0.7706333333333334,0.7573757662187828
79012,5,1804,44.0,-88.77252,15.4463095,27.904727999999995,22.099174,34.841743,0.7706333333333334,0.7852333333333333,0.7676333333333334,0.7546444395065861
79327,6,1804,44.0,-88.77252,15.4463095,199.93771,23.044376,35.693615,0.7676333333333334,0.7945666666666668,0.7660333333333335,0.7716099430045267
79642,7,1804,44.0,-88.77252,15.4463095,479.2001,22.881163,33.337456,0.7660333333333335,0.8024999999999999,0.7844000000000001,0.8049720733350847
79957,8,1804,44.0,-88.77252,15.4463095,320.46585,22.850422,33.66213,0.7844000000000001,0.8032333333333334,0.8032666666666666,0.8011422810419716
80272,9,1804,44.0,-88.77252,15.4463095,140.44995,23.116617,33.95609,0.8032666666666666,0.8044333333333333,0.8097,0.797194733570634
80587,10,1804,44.0,-88.77252,15.4463095,257.08057,22.861526,32.92781,0.8097,0.7958333333333334,0.8125333333333332,0.8105992937943554
80902,11,1804,44.0,-88.77252,15.4463095,668.4569,22.762747,28.91955,0.8125333333333332,0.7942,0.8054666666666667,0.8602791978756632
